"API","Surf_X","Surf_Y","Date_Drilling","Date_Completion","Date_Production","Lateral_Length (ft)","Depth_TVD_PPLS (ft)","Erosion_PPLS (ft)","Pressure_PPLS (PSI)","TOC_PPLS (%)","Vcarb_PPLS","Vsand_PPLS","Vclay_PPLS","PR_PPLS","YM_PPLS (PSI)","RHOB_PPLS (g/cc)","Res_PPLS (Ohmm)","GR_PPLS (API)","DT_PPLS (us/ft)","DTs_PPLS (us/ft)","Temperature (F)","Temp_Anomaly (F)","S3Tect_PPLS (PSI)","S3_contrast_PPLS (PSI)","Heat_Flow (W/m2)","Zone","GasCum360","OilCum360"
432,-1.486496902,0.885075229,"07/05/2013","30/10/2013","01/08/2013",-0.663089147,0.000277371,1.075496512,0.079203661,-0.055050403,-2.728880347,2.271132678,2.484360564,-0.238974559,-0.879828966,-0.300146465,-0.194641526,-0.521639587,-1.611277049,-0.741920701,2.172866138,2.53835782,-1.647859891,1.540979594,2.50641362,-0.45747705,-0.689630919,0.342433928
470,-1.491625236,0.327912864,"10/01/2013","27/06/2013","01/08/2013",-0.145350367,1.002901563,0.883438206,-0.168087896,0.435368778,-2.188015035,1.743545075,1.929090573,-0.238974559,0.632018571,1.017158165,-0.478870957,-0.063690475,-1.63820893,-0.923819225,1.348349819,0.825561732,-0.634542497,0.963494301,0.797672575,-2.021180934,-1.022874822,-0.286312045
560,0.50435577,-1.161904443,"05/12/2013","20/08/2014","20/08/2014",-0.991031861,1.325162532,-1.196758078,-1.214393628,0.205484787,-1.241500738,0.864232404,1.651455578,-1.886859995,-1.283686201,0.254508116,-0.269548927,-0.24064262,0.02707905,-0.192395688,-0.177670303,0.262919097,0.828637595,0.360331678,1.738590342,-0.978711678,-0.600408457,0.18761708
17,-2.411237348,1.468458378,NA,"20/11/2014","20/11/2014",0.420926425,0.647004449,0.69350167,-0.291493501,-1.296423956,-0.565419097,0.512507335,0.818550592,0.310320587,1.76786034,0.393171761,-0.48341882,0.063137886,-1.853663978,-0.56337294,-0.722914966,0.011128747,-1.266582092,0.515897454,-0.08642245,-0.45747705,0.012973715,3.40172858
557,-0.473567789,1.159182075,"14/07/2015","19/02/2016","18/03/2016",-0.709760311,-1.312122353,-0.316948383,-0.11400515,-2.169983123,0.516311528,-0.718530405,0.540915596,-0.238974559,-1.011920662,0.739830874,-0.524662407,0.3122379,-0.332012698,0.80373807,0.856299758,0.505383879,-2.091058634,0.458505387,0.481327474,1.106226833,2.583898903,-0.451239381
323,-0.676666445,1.29536603,"14/01/2013","20/04/2013","01/10/2013",-0.500051214,-1.341969384,0.293790918,0.192849481,-2.169983123,0.110662543,-0.542667871,1.373820583,-1.33756485,-1.918728196,0.878494519,-0.583303375,0.30008668,-0.753945501,0.135979016,1.226999635,0.496058311,-1.697372266,1.56608296,0.396570862,-0.45747705,0.651504414,-0.202268614
428,-2.403960096,1.01467468,"07/12/2014","28/03/2015","15/05/2015",0.068092424,1.335939764,0.480647069,-1.033084332,-0.553132384,-0.971068082,0.512507335,1.651455578,0.310320587,1.028517947,0.670499051,-0.448720307,0.320591864,-1.853663978,-0.641876513,-0.473565273,-0.237553081,-1.115850736,0.179110151,-0.287212057,-2.021180934,-0.926178144,1.915632181
265,-0.648626705,1.329109171,NA,"26/06/2015","04/06/2015",0.818564743,-1.401725562,0.301090198,0.232740146,-2.169983123,0.110662543,-0.542667871,1.096185587,-1.33756485,-1.938971307,0.878494519,-0.583303375,0.343375402,-0.709059033,0.253255696,1.251934604,0.539577631,-1.843156448,1.499304642,0.422594723,1.106226833,0.446449954,-0.480307034
122,-1.269560048,0.725347275,"19/06/2013","19/10/2013","01/09/2013",-0.063209118,-0.008978004,0.858706412,0.010535822,0.167170788,-2.728880347,2.271132678,2.484360564,-0.788269704,-1.36939159,-1.062796514,-0.306629654,-0.60138197,-1.431731175,-0.868292307,1.895256813,1.327588172,-1.523063105,1.149126287,1.240078213,-0.45747705,-0.95783543,-0.157845657
148,-0.655519851,0.673980328,"08/06/2014",NA,"01/09/2014",0.101695662,-0.507774378,-0.900225436,-0.583413695,-0.890295572,-0.159770113,-0.190942802,0.540915596,-0.788269704,0.491318602,1.502480923,-0.553778357,-0.043185291,-0.700081739,-0.556671415,-0.038034475,-0.439607066,-0.292572892,0.609017691,0.049665631,-0.45747705,0.013641751,1.067438066
750,-0.694407991,1.297886508,NA,"26/06/2015","04/06/2015",0.812964204,-1.333117767,0.336605804,0.207150732,-2.169983123,-0.024553785,-0.542667871,1.373820583,-1.33756485,-1.975987817,0.809162697,-0.583303375,0.287176009,-0.780877382,0.087632303,1.256921598,0.500721095,-1.658912304,1.615987604,0.396332111,1.106226833,0.110331353,-0.550448544
610,-2.426259008,1.000137971,"15/11/2014","28/03/2015","15/05/2015",-0.088722687,1.391316721,0.44750952,-1.085726036,-0.522481186,-1.10628441,0.512507335,1.651455578,0.310320587,1.010757594,0.670499051,-0.444966515,0.321351315,-1.867129919,-0.647141997,-0.516785886,-0.257758479,-1.125343825,0.14119833,-0.303685877,-2.021180934,-0.879050557,2.363236123
120,-1.35578666,1.326158844,"28/11/2013","07/03/2014","02/03/2014",0.427149247,-0.869696802,1.241167008,0.433066832,-0.522481186,-1.917582378,1.391820007,2.206725569,-0.238974559,-2.211039191,-1.340123805,-0.281532186,-0.346206345,-1.543947346,-0.545183088,2.418891168,1.862254101,-1.860542667,1.199505639,1.719729011,-0.45747705,-0.398932555,0.584453734
606,-1.35553751,1.334951209,"08/11/2013","06/03/2014","05/03/2014",0.969779315,-0.882026949,1.24470329,0.440075537,-0.530143985,-1.917582378,1.391820007,2.206725569,-0.238974559,-2.219888283,-1.340123805,-0.283000015,-0.338611833,-1.543947346,-0.540396284,2.418891168,1.851374271,-1.861553434,1.200994493,1.706120203,-0.45747705,-0.429448585,0.853013572
756,2.819207064,-1.036935636,"23/02/2015","28/05/2015","12/04/2015",0.513646471,0.052765906,0.648286547,-3.08316322,-1.066539965,0.3810952,0.512507335,-1.957799362,0.859615732,-1.618793846,1.502480923,-0.056761858,4.142910074,2.379129997,2.404445079,-0.759486254,0.878406621,0.747826978,-2.601964701,0.469389923,1.627461461,0.495341943,-0.846812224
315,-0.645408519,0.679060361,"25/05/2014","27/09/2014","01/09/2014",-0.151573188,-0.524670095,-0.911211321,-0.590466068,-0.94393517,-0.024553785,-0.190942802,0.540915596,-0.788269704,0.497906509,1.502480923,-0.556593701,-0.035590778,-0.677638505,-0.508803383,-0.043021469,-0.427172974,-0.304742738,0.575330762,0.06351319,-0.45747705,-0.549237496,0.295363287
134,-0.975106445,0.653015423,"18/12/2014","27/05/2015","28/09/2015",-1.327064242,-0.189302521,0.114741694,-0.248371408,-0.101027202,-1.511933394,1.040094938,1.651455578,-0.788269704,-0.795895588,0.11584447,-0.357498348,-0.340890186,-1.135480483,-1.009981684,0.88455939,0.07951625,-0.833826254,1.306513212,0.160207353,-0.45747705,-0.717497362,1.007716677
414,-0.913919393,1.869995892,"25/10/2015",NA,"06/06/2016",0.957955954,-1.885924532,1.332427725,NA,-0.93627237,-0.565419097,-0.366805336,2.484360564,-0.238974559,-3.197711091,-1.062796514,-0.583303375,0.633485785,-1.22525342,0.140765819,2.179515463,0.946794123,-2.085735597,1.684259092,0.669224526,1.106226833,2.72971246,-0.527699946
438,-2.112859635,2.331634102,"07/08/2014","24/01/2015","26/04/2015",-0.009692849,-1.310445204,1.17809551,1.050269529,-2.039715528,0.3810952,0.160782267,-0.569624385,0.310320587,0.970600321,-0.924132869,-0.48924201,-0.040906937,-1.903039093,-0.295790638,-0.107852389,0.726089001,-1.542623236,1.258252779,0.490877515,1.106226833,-0.347586016,-0.766560226
448,-2.14920437,2.31797663,"05/09/2014","18/01/2015","30/04/2015",1.770656492,-1.218574739,1.152032989,1.011645234,-2.070366727,0.3810952,0.160782267,-0.569624385,0.310320587,1.09260426,-0.854801047,-0.496773657,-0.059893219,-1.90752774,-0.312544449,-0.212579261,0.693449511,-1.546386949,1.231578565,0.463421148,1.106226833,2.242893314,-0.567509993
87,-0.622279108,0.662139944,"17/02/2014","25/08/2014","27/08/2014",0.720244158,-0.52001135,-0.966917002,-0.626273781,-0.93627237,-0.024553785,-0.190942802,0.540915596,-0.788269704,0.61360307,1.502480923,-0.549374871,-0.024958461,-0.637240683,-0.43125717,-0.101203064,-0.434944281,-0.284237869,0.465643253,0.084284529,-0.45747705,-0.44277812,0.60849142
724,-0.611285371,0.667669364,"05/02/2014","21/08/2014","18/08/2014",-0.849773804,-0.538242575,-0.97689745,-0.633850169,-0.989911968,-0.024553785,-0.366805336,0.540915596,-0.788269704,0.612565445,1.502480923,-0.55067426,-0.017363948,-0.614797449,-0.37190081,-0.101203064,-0.410076099,-0.304311003,0.425232747,0.105055868,-0.45747705,-0.779320408,0.091106153
781,-1.016672946,0.998535807,"11/10/2014","20/09/2015","22/09/2015",-0.201355763,-0.717480051,0.670738857,0.080011518,-0.783016376,-1.647149722,1.040094938,2.206725569,-0.788269704,-2.143748625,-0.438810111,-0.498482114,-0.290006952,-1.193832892,-0.718465365,1.614322825,0.607965133,-1.265698305,1.649972305,0.513797613,-0.45747705,-0.449361622,1.257704812
287,-1.221546795,1.127744487,"11/08/2014",NA,"01/12/2015",0.653037681,-0.719995774,1.084375414,0.279508513,-0.40753919,-2.188015035,1.567682541,2.484360564,-0.788269704,-2.502803165,-1.548119273,-0.339764087,-0.447213363,-1.409287941,-0.659109005,2.272606015,1.469025961,-1.717917769,1.164800247,1.322208564,-0.45747705,-0.640868955,-0.130048134
666,-2.048340204,1.530376162,"10/05/2013","16/09/2013","19/02/2014",-0.853507497,-0.173742311,1.044246623,0.184225063,-1.97075033,0.245878872,-0.542667871,0.540915596,0.310320587,1.190169596,0.531835406,-0.408150478,-0.187481031,-1.790822922,-0.466679514,0.327678408,0.510046664,-1.363234841,0.993802181,0.361713214,-0.45747705,-0.468743504,0.555386081
72,-2.410458755,0.99904381,"26/11/2014","28/03/2015","15/05/2015",0.114141306,1.369203209,0.46492232,-1.068608203,-0.522481186,-0.971068082,0.512507335,1.651455578,0.310320587,1.004406507,0.670499051,-0.447084038,0.328186377,-1.858152625,-0.645227276,-0.481876929,-0.249987172,-1.115937083,0.159988093,-0.297000849,-2.021180934,-0.754360285,2.744534221
614,-1.257611236,1.142632891,NA,NA,"01/01/2016",0.656149092,-0.70539837,1.114257612,0.2950543,-0.376887991,-2.323231363,1.567682541,2.484360564,-0.788269704,-2.419898341,-1.617451096,-0.309661563,-0.462402389,-1.445197115,-0.650492759,2.332449941,1.616680796,-1.762995973,1.089636878,1.476202972,-0.45747705,-0.655135863,0.445086976
618,-2.421556304,1.463495577,"14/06/2014","20/11/2014","20/11/2014",0.423415554,0.67337295,0.680421123,-0.309091682,-1.273435557,-0.565419097,0.512507335,0.818550592,0.310320587,1.758287468,0.323839938,-0.481926928,0.069213496,-1.858152625,-0.567202383,-0.74120061,0.001803178,-1.267806187,0.497133584,-0.094062482,-0.45747705,0.391256184,5.527111135
93,-2.161319282,2.32323251,"21/08/2014","05/01/2015","20/04/2015",1.224915012,-1.204070511,1.14403631,1.008741315,-2.070366727,0.3810952,0.160782267,-0.569624385,0.310320587,1.120593491,-0.854801047,-0.499781503,-0.059133768,-1.912016387,-0.316852572,-0.245825886,0.687232466,-1.548560861,1.224872251,0.458884878,1.106226833,0.97099399,-0.645866275
706,-0.655249939,0.645493067,"28/03/2014","29/08/2014","01/08/2014",-0.073787915,-0.462801952,-0.933813953,-0.603086103,-0.775353576,-0.159770113,-0.190942802,0.540915596,-0.788269704,0.601827538,1.502480923,-0.540904776,-0.04850145,-0.700081739,-0.595923202,-0.091229076,-0.486234908,-0.241597697,0.580021729,0.033430562,-0.45747705,-0.338057053,1.131766045
226,-0.878457064,1.886369229,NA,NA,"10/06/2016",0.966667904,-1.947109392,1.31316423,NA,-1.028225966,-0.565419097,-0.366805336,2.206725569,-0.238974559,-3.208671712,-0.854801047,-0.583303375,0.660066579,-1.189344245,0.205387663,2.172866138,0.968553783,-2.146269911,1.667299108,0.687369604,1.106226833,0.531253562,-0.698946337
484,-1.494127116,0.870401749,"27/05/2013","12/12/2013","21/08/2013",-0.041429241,0.038634377,1.071792657,0.065863105,-0.047387604,-2.728880347,2.095270144,2.484360564,-0.238974559,-0.814619756,-0.230814643,-0.18963647,-0.509488367,-1.615765695,-0.745750144,2.151255831,2.532140774,-1.618872701,1.578157778,2.503309857,-0.45747705,-0.905565007,0.127586058
203,-0.625206619,0.689259503,"11/04/2014","25/09/2014","01/09/2014",-0.661222301,-0.557063907,-0.9318844,-0.60422147,-1.043551566,-0.024553785,-0.190942802,0.540915596,-0.788269704,0.504522234,1.502480923,-0.560395619,-0.020401753,-0.64172933,-0.407801834,-0.048008463,-0.392979223,-0.336620012,0.505505688,0.095744578,-0.45747705,-0.463242657,0.163857433
166,-1.248340785,0.963835275,"13/04/2014","27/11/2014","01/06/2015",-0.556056611,-0.446527401,0.982737496,0.158853988,-0.177655199,-2.593664019,1.91940761,2.484360564,-0.788269704,-2.115642555,-1.548119273,-0.307279349,-0.573282273,-1.422753881,-0.753409029,2.184502457,1.529642157,-1.68626906,1.075123793,1.411023943,-0.45747705,-0.64981369,0.772192859
527,-1.2663211,1.060316821,"25/07/2014",NA,"01/12/2015",-0.119214515,-0.576692756,1.063170044,0.232652811,-0.277271595,-2.458447691,1.91940761,2.484360564,-0.788269704,-2.258505331,-1.617451096,-0.293828261,-0.529993551,-1.445197115,-0.697882111,2.295878653,1.653983071,-1.745975459,1.028632723,1.526340686,-0.45747705,-0.654679007,0.013868344
664,-2.083480715,3.143657804,"25/08/2014","11/03/2015","20/04/2015",1.081790109,-2.958957901,1.193531935,1.813301319,-1.058877165,0.110662543,0.864232404,-1.124894376,0.859615732,0.223142293,-3.420078484,-0.498939306,0.477038825,-1.938948268,-0.248401286,0.425755954,1.32603391,-1.532413975,1.51005028,0.975780835,1.106226833,3.785962511,-0.846812224
218,-0.901856388,1.874567922,"13/11/2015",NA,"06/06/2016",0.961067365,-1.905025389,1.325872666,NA,-0.966923569,-0.565419097,-0.366805336,2.484360564,-0.238974559,-3.202309699,-0.993464692,-0.583303375,0.641839749,-1.211787479,0.161827753,2.1761908,0.95456543,-2.105011291,1.681691359,0.674954551,1.106226833,1.54619906,-0.622485772
608,-1.724736069,2.754116983,NA,"23/09/2014","23/09/2014",1.028896123,-2.73949992,1.367615578,NA,-0.422864789,-0.159770113,1.215957472,-0.847259381,0.310320587,-0.461479514,-3.350746661,-0.40078727,0.686647373,-1.858152625,-0.085649975,1.170480371,1.252983624,-1.437284997,1.423528469,0.916331831,1.106226833,2.805648728,-0.846812224
732,-2.017227616,1.551536453,"15/08/2013","21/12/2013","19/12/2013",-1.336398475,-0.277508107,1.076275233,0.242063252,-2.001401529,0.245878872,-0.542667871,0.540915596,0.310320587,1.068920111,0.462503584,-0.395613775,-0.204188959,-1.786334275,-0.454712506,0.435729942,0.595531042,-1.398337428,1.044466356,0.443127311,-0.45747705,0.052638364,1.837522342
537,-0.426769141,1.182784688,"28/09/2015","22/03/2016","18/03/2016",1.623797895,-1.378245483,-0.323592157,-0.069158173,-2.108680725,0.516311528,-0.542667871,0.263280601,-0.238974559,-1.006126525,0.670499051,-0.492851426,0.322870218,-0.233262467,1.035419348,0.917806015,0.609519395,-2.303456974,0.187301003,0.545073996,1.106226833,2.614016899,-0.441128893
124,-1.507404727,0.735487802,"28/07/2013","10/10/2013","01/09/2013",1.925604757,0.31173005,1.024606088,-0.022804652,0.082879991,-2.593664019,2.095270144,2.484360564,-0.238974559,-0.437285658,0.046512648,-0.229965671,-0.444175558,-1.624742989,-0.793618177,2.003308346,2.14512968,-1.394426418,1.565953494,2.12226323,-0.45747705,-0.663272144,0.463127878
363,-1.258991941,0.730270999,"18/07/2013","23/10/2013","01/09/2013",-0.722828237,-0.030780934,0.852609714,0.010055475,0.151845189,-2.728880347,2.271132678,2.484360564,-0.788269704,-1.411123512,-1.062796514,-0.307712479,-0.598344165,-1.422753881,-0.869249668,1.885282825,1.291840159,-1.517882286,1.1600316,1.203310557,-0.45747705,-0.723281034,1.727488637
230,-1.873063282,1.90793983,"10/01/2014","04/10/2014","28/09/2014",-0.860974883,-1.093875646,1.275995073,0.758065493,-2.047378327,0.3810952,-0.366805336,-0.014354394,0.310320587,0.243018354,-0.092150998,-0.389477769,-0.14495176,-1.813266157,-0.317809933,0.778170187,0.813127641,-1.602649627,1.31058706,0.598792976,-0.45747705,-0.154936986,-0.271778219
172,-2.329474671,1.768063081,"14/08/2014","18/03/2015","18/03/2015",0.443328584,0.021117493,0.883073489,0.216146328,-1.840482735,-0.159770113,0.160782267,0.263280601,0.310320587,1.914766954,0.254508116,-0.504666245,-0.087992916,-1.867129919,-0.478167842,-0.658084046,0.239605176,-1.381814679,0.831620716,0.097654586,-0.45747705,-0.053005924,1.364623222
119,-1.777981469,2.232573463,"02/09/2013","17/06/2014","17/06/2014",1.526099592,-1.686157516,1.360508514,1.128544315,-1.44967995,0.245878872,0.336644801,-0.29198939,0.310320587,-0.327103243,-1.270791982,-0.401749781,0.179333929,-1.835709391,-0.206756097,0.942740985,0.876852359,-1.585385309,1.378314792,0.61383429,1.106226833,3.775085536,-0.288839667
334,-1.289253267,1.135130073,"04/06/2013","25/10/2013","01/09/2013",-0.475159926,-0.66235156,1.124082808,0.290469166,-0.338573993,-2.323231363,1.743545075,2.484360564,-0.788269704,-2.289605544,-1.617451096,-0.284876911,-0.485185927,-1.472128996,-0.654322202,2.364034236,1.750347279,-1.787975647,1.047828145,1.620169836,-0.45747705,-0.675404478,0.04632301
671,0.472869457,-1.181579801,"17/01/2014","20/08/2014","20/08/2014",-0.895822686,1.375259578,-1.110539335,-1.342995718,0.052228792,-1.647149722,1.215957472,1.651455578,-2.43615514,-1.152892946,0.531835406,-0.300902715,-0.239883168,-0.089625768,-0.133996688,-0.297358156,0.241159438,0.801158938,0.582995121,1.678663836,-0.978711678,-0.65177932,0.273556228
425,0.463121469,-1.181130413,"06/02/2014","20/08/2014","20/08/2014",-0.776344506,1.383241562,-1.085911041,-1.343585235,-0.001410805,-1.78236605,1.391820007,1.651455578,-2.43615514,-1.119225524,0.601167229,-0.307664353,-0.221656338,-0.121046296,-0.130645926,-0.333929445,0.242713699,0.7983552,0.649044116,1.666010032,-0.978711678,-0.658063633,0.393618273
54,-0.633272845,0.656571446,"02/03/2014",NA,"01/08/2014",-0.188287838,-0.500972609,-0.956396872,-0.618653725,-0.882632772,-0.024553785,-0.190942802,0.540915596,-0.788269704,0.612211285,1.502480923,-0.547233284,-0.032552973,-0.659683917,-0.488698809,-0.099540733,-0.456703941,-0.26705482,0.504828152,0.065423199,-0.45747705,-0.502928313,0.535613758
719,-0.975106445,0.653015423,"02/12/2014","02/07/2015","01/10/2015",0.124097821,-0.189302521,0.114741694,-0.248371408,-0.101027202,-1.511933394,1.040094938,1.651455578,-0.788269704,-0.795895588,0.11584447,-0.357498348,-0.340890186,-1.135480483,-1.009981684,0.88455939,0.07951625,-0.833826254,1.306513212,0.160207353,-0.45747705,-0.636738898,1.463668091
